"Time","120002D","",""
"and","140.00","",""
"Date","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Comments"
19:00:00 26/07/2024,      12.031,    130, 
20:00:00 26/07/2024,      11.988,    130, 
21:00:00 26/07/2024,      11.946,    130, 
22:00:00 26/07/2024,      11.946,    130, 
23:00:00 26/07/2024,      11.988,    130, 
00:00:00 27/07/2024,      11.904,    130, 
01:00:00 27/07/2024,      11.862,    130, 
02:00:00 27/07/2024,      11.821,    130, 
03:00:00 27/07/2024,      11.696,    130, 
04:00:00 27/07/2024,      11.821,    130, 
05:00:00 27/07/2024,      11.737,    130, 
06:00:00 27/07/2024,      11.655,    130, 
07:00:00 27/07/2024,      11.779,    130, 
08:00:00 27/07/2024,      11.862,    130, 
09:00:00 27/07/2024,      11.737,    130, 
10:00:00 27/07/2024,      11.737,    130, 
11:00:00 27/07/2024,      11.737,    130, 
12:00:00 27/07/2024,      11.737,    130, 
13:00:00 27/07/2024,      11.696,    130, 
14:00:00 27/07/2024,      11.821,    130, 
15:00:00 27/07/2024,      11.821,    130, 
16:00:00 27/07/2024,      11.862,    130, 
17:00:00 27/07/2024,      11.862,    130, 
18:00:00 27/07/2024,      11.655,    130, 
19:00:00 27/07/2024,      11.821,    130, 
20:00:00 27/07/2024,      11.655,    130, 
21:00:00 27/07/2024,      11.655,    130, 
22:00:00 27/07/2024,      11.779,    130, 
23:00:00 27/07/2024,      11.779,    130, 
00:00:00 28/07/2024,      11.737,    130, 
01:00:00 28/07/2024,      11.779,    130, 
02:00:00 28/07/2024,      11.737,    130, 
03:00:00 28/07/2024,      11.737,    130, 
04:00:00 28/07/2024,      11.613,    130, 
05:00:00 28/07/2024,      11.572,    130, 
06:00:00 28/07/2024,      11.655,    130, 
07:00:00 28/07/2024,      11.613,    130, 
08:00:00 28/07/2024,      11.531,    130, 
09:00:00 28/07/2024,      11.862,    130, 
10:00:00 28/07/2024,      11.862,    130, 
11:00:00 28/07/2024,      11.779,    130, 
12:00:00 28/07/2024,      11.655,    130, 
13:00:00 28/07/2024,      11.821,    130, 
14:00:00 28/07/2024,      11.779,    130, 
15:00:00 28/07/2024,      11.696,    130, 
16:00:00 28/07/2024,      11.779,    130, 
17:00:00 28/07/2024,      11.696,    130, 
18:00:00 28/07/2024,      11.821,    130, 
19:00:00 28/07/2024,      11.696,    130, 
20:00:00 28/07/2024,      11.696,    130, 
21:00:00 28/07/2024,      11.613,    130, 
22:00:00 28/07/2024,      11.572,    130, 
23:00:00 28/07/2024,      11.531,    130, 
00:00:00 29/07/2024,      11.572,    130, 
01:00:00 29/07/2024,      11.572,    130, 
02:00:00 29/07/2024,      11.655,    130, 
03:00:00 29/07/2024,      11.696,    130, 
03:15:00 29/07/2024,      11.655,    130, 
04:00:00 29/07/2024,      11.572,    130, 
05:00:00 29/07/2024,      11.821,    130, 
06:00:00 29/07/2024,      11.491,    130, 
07:00:00 29/07/2024,      11.779,    130, 
08:00:00 29/07/2024,      11.655,    130, 
09:00:00 29/07/2024,      11.779,    130, 
10:00:00 29/07/2024,      11.696,    130, 
11:00:00 29/07/2024,      11.696,    130, 
12:00:00 29/07/2024,      11.737,    130, 
13:00:00 29/07/2024,      11.862,    130, 
14:00:00 29/07/2024,      11.779,    130, 
15:00:00 29/07/2024,      11.696,    130, 
16:00:00 29/07/2024,      11.613,    130, 
17:00:00 29/07/2024,      11.450,    130, 
18:00:00 29/07/2024,      11.409,    130, 
19:00:00 29/07/2024,      11.491,    130, 
20:00:00 29/07/2024,      11.655,    130, 
21:00:00 29/07/2024,      11.248,    130, 
22:00:00 29/07/2024,      11.613,    130, 
23:00:00 29/07/2024,      11.613,    130, 
00:00:00 30/07/2024,      11.613,    130, 
01:00:00 30/07/2024,      11.696,    130, 
02:00:00 30/07/2024,      11.450,    130, 
03:00:00 30/07/2024,      11.737,    130, 
04:00:00 30/07/2024,      11.779,    130, 
05:00:00 30/07/2024,      11.779,    130, 
06:00:00 30/07/2024,      11.821,    130, 
07:00:00 30/07/2024,      11.572,    130, 
08:00:00 30/07/2024,      11.491,    130, 
09:00:00 30/07/2024,      11.613,    130, 
10:00:00 30/07/2024,      11.572,    130, 
11:00:00 30/07/2024,      11.572,    130, 
12:00:00 30/07/2024,      11.491,    130, 
13:00:00 30/07/2024,      11.491,    130, 
14:00:00 30/07/2024,      11.369,    130, 
15:00:00 30/07/2024,      11.531,    130, 
16:00:00 30/07/2024,      11.450,    130, 
17:00:00 30/07/2024,      11.655,    130, 
18:00:00 30/07/2024,      11.248,    130, 
19:00:00 30/07/2024,      11.208,    130, 
20:00:00 30/07/2024,      11.248,    130, 
21:00:00 30/07/2024,      11.248,    130, 
22:00:00 30/07/2024,      11.248,    130, 
23:00:00 30/07/2024,      11.491,    130, 
00:00:00 31/07/2024,      11.248,    130, 
00:15:00 31/07/2024,      11.128,    130, 
00:45:00 31/07/2024,      11.128,    130, 
01:00:00 31/07/2024,      11.208,    130, 
02:00:00 31/07/2024,      11.248,    130, 
03:00:00 31/07/2024,      11.655,    130, 
03:35:00 31/07/2024,      11.208,    130, 
04:00:00 31/07/2024,      11.613,    130, 
05:00:00 31/07/2024,      11.369,    130, 
06:00:00 31/07/2024,      11.572,    130, 
06:10:00 31/07/2024,      12.073,    130, 
06:15:00 31/07/2024,      11.613,    130, 
07:00:00 31/07/2024,      11.208,    130, 
08:00:00 31/07/2024,      11.613,    130, 
08:35:00 31/07/2024,      11.288,    130, 
09:00:00 31/07/2024,      11.572,    130, 
10:00:00 31/07/2024,      11.531,    130, 
11:00:00 31/07/2024,      11.328,    130, 
12:00:00 31/07/2024,      11.450,    130, 
13:00:00 31/07/2024,      11.491,    130, 
14:00:00 31/07/2024,      11.655,    130, 
15:00:00 31/07/2024,      11.328,    130, 
16:00:00 31/07/2024,      11.328,    130, 
17:00:00 31/07/2024,      11.450,    130, 
18:00:00 31/07/2024,      11.288,    130, 
19:00:00 31/07/2024,      11.572,    130, 
20:00:00 31/07/2024,      11.450,    130, 
21:00:00 31/07/2024,      11.248,    130, 
22:00:00 31/07/2024,      11.409,    130, 
23:00:00 31/07/2024,      11.168,    130, 
00:00:00 01/08/2024,      11.409,    130, 
00:25:00 01/08/2024,      11.168,    130, 
01:00:00 01/08/2024,      11.168,    130, 
01:35:00 01/08/2024,      11.009,    130, 
02:00:00 01/08/2024,      11.288,    130, 
03:00:00 01/08/2024,      11.168,    130, 
04:00:00 01/08/2024,      11.208,    130, 
05:00:00 01/08/2024,      11.208,    130, 
06:00:00 01/08/2024,      11.328,    130, 
07:00:00 01/08/2024,      11.208,    130, 
08:00:00 01/08/2024,      11.248,    130, 
09:00:00 01/08/2024,      11.168,    130, 
10:00:00 01/08/2024,      11.328,    130, 
11:00:00 01/08/2024,      11.655,    130, 
11:25:00 01/08/2024,      11.946,    130, 
11:30:00 01/08/2024,      11.208,    130, 
11:40:00 01/08/2024,      11.904,    130, 
12:00:00 01/08/2024,      11.288,    130, 
13:00:00 01/08/2024,      11.409,    130, 
14:00:00 01/08/2024,      11.531,    130, 
15:00:00 01/08/2024,      11.369,    130, 
16:00:00 01/08/2024,      11.168,    130, 
17:00:00 01/08/2024,      11.450,    130, 
17:40:00 01/08/2024,      11.128,    130, 
18:00:00 01/08/2024,      11.328,    130, 
19:00:00 01/08/2024,      11.088,    130, 
20:00:00 01/08/2024,      11.409,    130, 
21:00:00 01/08/2024,      11.450,    130, 
22:00:00 01/08/2024,      11.168,    130, 
23:00:00 01/08/2024,      11.168,    130, 
00:00:00 02/08/2024,      11.491,    130, 
01:00:00 02/08/2024,      11.208,    130, 
02:00:00 02/08/2024,      11.208,    130, 
03:00:00 02/08/2024,      11.248,    130, 
04:00:00 02/08/2024,      11.409,    130, 
05:00:00 02/08/2024,      11.491,    130, 
06:00:00 02/08/2024,      11.409,    130, 
07:00:00 02/08/2024,      11.248,    130, 
08:00:00 02/08/2024,      11.369,    130, 
09:00:00 02/08/2024,      11.655,    130, 
10:00:00 02/08/2024,      11.450,    130, 
10:25:00 02/08/2024,      11.862,    130, 
11:00:00 02/08/2024,      11.288,    130, 
12:00:00 02/08/2024,      11.409,    130, 
13:00:00 02/08/2024,      11.328,    130, 
13:35:00 02/08/2024,      11.821,    130, 
13:40:00 02/08/2024,      11.369,    130, 
14:00:00 02/08/2024,      11.328,    130, 
14:30:00 02/08/2024,      12.116,    130, 
14:35:00 02/08/2024,      11.409,    130, 
14:50:00 02/08/2024,      11.248,    130, 
15:00:00 02/08/2024,      11.450,    130, 
16:00:00 02/08/2024,      11.696,    130, 
17:00:00 02/08/2024,      11.655,    130, 
18:00:00 02/08/2024,      11.655,    130, 
19:00:00 02/08/2024,      11.409,    130, 
20:00:00 02/08/2024,      11.531,    130, 
20:30:00 02/08/2024,      11.369,    130, 
21:00:00 02/08/2024,      11.369,    130, 
22:00:00 02/08/2024,      11.328,    130, 
23:00:00 02/08/2024,      11.328,    130, 
00:00:00 03/08/2024,      11.450,    130, 
01:00:00 03/08/2024,      11.409,    130, 
02:00:00 03/08/2024,      11.491,    130, 
03:00:00 03/08/2024,      11.328,    130, 
04:00:00 03/08/2024,      11.288,    130, 
05:00:00 03/08/2024,      11.369,    130, 
06:00:00 03/08/2024,      11.450,    130, 
06:55:00 03/08/2024,      11.655,    130, 
07:00:00 03/08/2024,      11.655,    130, 
08:00:00 03/08/2024,      11.531,    130, 
09:00:00 03/08/2024,      11.531,    130, 
10:00:00 03/08/2024,      11.613,    130, 
11:00:00 03/08/2024,      11.613,    130, 
12:00:00 03/08/2024,      11.248,    130, 
13:00:00 03/08/2024,      11.248,    130, 
13:30:00 03/08/2024,      11.696,    130, 
14:00:00 03/08/2024,      11.128,    130, 
15:00:00 03/08/2024,      11.409,    130, 
15:20:00 03/08/2024,      11.369,    130, 
15:40:00 03/08/2024,      11.821,    130, 
15:45:00 03/08/2024,      11.369,    130, 
16:00:00 03/08/2024,      11.409,    130, 
17:00:00 03/08/2024,      11.737,    130, 
18:00:00 03/08/2024,      11.409,    130, 
18:45:00 03/08/2024,      11.988,    130, 
18:55:00 03/08/2024,      11.288,    130, 
19:00:00 03/08/2024,      11.572,    130, 
19:10:00 03/08/2024,      11.655,    130, 
20:00:00 03/08/2024,      11.491,    130, 
21:00:00 03/08/2024,      11.288,    130, 
21:50:00 03/08/2024,      11.288,    130, 
22:00:00 03/08/2024,      11.369,    130, 
23:00:00 03/08/2024,      11.409,    130, 
00:00:00 04/08/2024,      11.369,    130, 
00:45:00 04/08/2024,      10.930,    130, 
01:00:00 04/08/2024,      11.208,    130, 
02:00:00 04/08/2024,      11.328,    130, 
03:00:00 04/08/2024,      11.369,    130, 
04:00:00 04/08/2024,      11.369,    130, 
05:00:00 04/08/2024,      11.409,    130, 
06:00:00 04/08/2024,      11.208,    130, 
07:00:00 04/08/2024,      11.248,    130, 
08:00:00 04/08/2024,      11.409,    130, 
09:00:00 04/08/2024,      11.531,    130, 
10:00:00 04/08/2024,      11.779,    130, 
10:55:00 04/08/2024,      11.128,    130, 
11:00:00 04/08/2024,      11.369,    130, 
12:00:00 04/08/2024,      11.450,    130, 
13:00:00 04/08/2024,      11.369,    130, 
14:00:00 04/08/2024,      11.450,    130, 
15:00:00 04/08/2024,      11.369,    130, 
16:00:00 04/08/2024,      11.248,    130, 
17:00:00 04/08/2024,      11.208,    130, 
18:00:00 04/08/2024,      11.531,    130, 
19:00:00 04/08/2024,      11.572,    130, 
20:00:00 04/08/2024,      11.613,    130, 
20:05:00 04/08/2024,      12.116,    130, 
20:10:00 04/08/2024,      11.288,    130, 
21:00:00 04/08/2024,      11.491,    130, 
22:00:00 04/08/2024,      11.821,    130, 
23:00:00 04/08/2024,      11.369,    130, 
23:30:00 04/08/2024,      11.288,    130, 
23:40:00 04/08/2024,      11.862,    130, 
23:45:00 04/08/2024,      11.409,    130, 
00:00:00 05/08/2024,      11.531,    130, 
00:25:00 05/08/2024,      11.328,    130, 
00:30:00 05/08/2024,      11.821,    130, 
01:00:00 05/08/2024,      11.328,    130, 
01:20:00 05/08/2024,      10.813,    130, 
01:40:00 05/08/2024,      10.930,    130, 
02:00:00 05/08/2024,      11.009,    130, 
03:00:00 05/08/2024,      11.128,    130, 
04:00:00 05/08/2024,      11.048,    130, 
05:00:00 05/08/2024,      11.009,    130, 
06:00:00 05/08/2024,      10.852,    130, 
07:00:00 05/08/2024,      10.852,    130, 
08:00:00 05/08/2024,      10.969,    130, 
09:00:00 05/08/2024,      10.852,    130, 
10:00:00 05/08/2024,      10.891,    130, 
11:00:00 05/08/2024,      10.930,    130, 
12:00:00 05/08/2024,      11.128,    130, 
13:00:00 05/08/2024,      11.048,    130, 
14:00:00 05/08/2024,      11.009,    130, 
15:00:00 05/08/2024,      11.409,    130, 
16:00:00 05/08/2024,      11.009,    130, 
17:00:00 05/08/2024,      11.009,    130, 
18:00:00 05/08/2024,      11.128,    130, 
19:00:00 05/08/2024,      11.088,    130, 
20:00:00 05/08/2024,      10.969,    130, 
21:00:00 05/08/2024,      11.328,    130, 
22:00:00 05/08/2024,      11.328,    130, 
23:00:00 05/08/2024,      11.409,    130, 
00:00:00 06/08/2024,      11.491,    130, 
01:00:00 06/08/2024,      10.930,    130, 
02:00:00 06/08/2024,      10.891,    130, 
03:00:00 06/08/2024,      10.852,    130, 
04:00:00 06/08/2024,      10.891,    130, 
04:55:00 06/08/2024,      10.852,    130, 
05:00:00 06/08/2024,      10.891,    130, 
06:00:00 06/08/2024,      10.930,    130, 
07:00:00 06/08/2024,      11.128,    130, 
08:00:00 06/08/2024,      10.969,    130, 
09:00:00 06/08/2024,      11.168,    130, 
10:00:00 06/08/2024,      10.930,    130, 
11:00:00 06/08/2024,      11.128,    130, 
12:00:00 06/08/2024,      11.128,    130, 
13:00:00 06/08/2024,      11.088,    130, 
14:00:00 06/08/2024,      11.128,    130, 
15:00:00 06/08/2024,      11.128,    130, 
16:00:00 06/08/2024,      11.088,    130, 
17:00:00 06/08/2024,      11.048,    130, 
18:00:00 06/08/2024,      11.409,    130, 
19:00:00 06/08/2024,      11.369,    130, 
20:00:00 06/08/2024,      11.248,    130, 
21:00:00 06/08/2024,      10.891,    130, 
22:00:00 06/08/2024,      10.930,    130, 
23:00:00 06/08/2024,      10.969,    130, 
00:00:00 07/08/2024,      10.930,    130, 
01:00:00 07/08/2024,      11.009,    130, 
02:00:00 07/08/2024,      10.813,    130, 
03:00:00 07/08/2024,      10.891,    130, 
04:00:00 07/08/2024,      10.852,    130, 
05:00:00 07/08/2024,      10.891,    130, 
06:00:00 07/08/2024,      11.009,    130, 
07:00:00 07/08/2024,      11.168,    130, 
08:00:00 07/08/2024,      11.208,    130, 
09:00:00 07/08/2024,      11.128,    130, 
10:00:00 07/08/2024,      10.969,    130, 
11:00:00 07/08/2024,      10.969,    130, 
12:00:00 07/08/2024,      10.930,    130, 
13:00:00 07/08/2024,      10.774,    130, 
14:00:00 07/08/2024,      11.128,    130, 
15:00:00 07/08/2024,      11.009,    130, 
16:00:00 07/08/2024,      11.168,    130, 
17:00:00 07/08/2024,      11.737,    130, 
17:05:00 07/08/2024,      11.088,    130, 
18:00:00 07/08/2024,      11.048,    130, 
19:00:00 07/08/2024,      11.048,    130, 
20:00:00 07/08/2024,      10.852,    130, 
21:00:00 07/08/2024,      10.774,    130, 
22:00:00 07/08/2024,      10.697,    130, 
23:00:00 07/08/2024,      10.735,    130, 
00:00:00 08/08/2024,      10.658,    130, 
01:00:00 08/08/2024,      10.581,    130, 
02:00:00 08/08/2024,      10.891,    130, 
03:00:00 08/08/2024,      10.697,    130, 
04:00:00 08/08/2024,      10.813,    130, 
05:00:00 08/08/2024,      10.697,    130, 
06:00:00 08/08/2024,      10.735,    130, 
07:00:00 08/08/2024,      10.697,    130, 
08:00:00 08/08/2024,      10.774,    130, 
09:00:00 08/08/2024,      10.813,    130, 
10:00:00 08/08/2024,      10.813,    130, 
11:00:00 08/08/2024,      11.048,    130, 
12:00:00 08/08/2024,      10.930,    130, 
13:00:00 08/08/2024,      10.735,    130, 
14:00:00 08/08/2024,      10.735,    130, 
15:00:00 08/08/2024,      10.930,    130, 
16:00:00 08/08/2024,      10.697,    130, 
17:00:00 08/08/2024,      10.969,    130, 
18:00:00 08/08/2024,      11.009,    130, 
19:00:00 08/08/2024,      10.774,    130, 
20:00:00 08/08/2024,      10.774,    130, 
21:00:00 08/08/2024,      10.735,    130, 
22:00:00 08/08/2024,      10.735,    130, 
23:00:00 08/08/2024,      10.697,    130, 
00:00:00 09/08/2024,      10.813,    130, 
01:00:00 09/08/2024,      10.813,    130, 
02:00:00 09/08/2024,      10.852,    130, 
03:00:00 09/08/2024,      10.813,    130, 
04:00:00 09/08/2024,      10.774,    130, 
05:00:00 09/08/2024,      10.813,    130, 
06:00:00 09/08/2024,      10.813,    130, 
07:00:00 09/08/2024,      10.697,    130, 
08:00:00 09/08/2024,      10.774,    130, 
09:00:00 09/08/2024,      11.009,    130, 
10:00:00 09/08/2024,      10.813,    130, 
11:00:00 09/08/2024,      10.852,    130, 
12:00:00 09/08/2024,      10.852,    130, 
13:00:00 09/08/2024,      10.774,    130, 
14:00:00 09/08/2024,      10.813,    130, 
15:00:00 09/08/2024,      11.048,    130, 
16:00:00 09/08/2024,      10.774,    130, 
17:00:00 09/08/2024,      10.891,    130, 
18:00:00 09/08/2024,      10.774,    130, 
19:00:00 09/08/2024,      10.735,    130, 
20:00:00 09/08/2024,      10.774,    130, 
21:00:00 09/08/2024,      10.930,    130, 
22:00:00 09/08/2024,      10.581,    130, 
23:00:00 09/08/2024,      11.208,    130, 
00:00:00 10/08/2024,      10.581,    130, 
01:00:00 10/08/2024,      10.697,    130, 
02:00:00 10/08/2024,      10.658,    130, 
03:00:00 10/08/2024,      10.620,    130, 
04:00:00 10/08/2024,      10.697,    130, 
05:00:00 10/08/2024,      10.543,    130, 
06:00:00 10/08/2024,      10.658,    130, 
07:00:00 10/08/2024,      10.774,    130, 
08:00:00 10/08/2024,      10.658,    130, 
09:00:00 10/08/2024,      10.658,    130, 
10:00:00 10/08/2024,      10.620,    130, 
11:00:00 10/08/2024,      10.581,    130, 
12:00:00 10/08/2024,      10.658,    130, 
13:00:00 10/08/2024,      10.620,    130, 
14:00:00 10/08/2024,      10.735,    130, 
15:00:00 10/08/2024,      11.009,    130, 
16:00:00 10/08/2024,      11.009,    130, 
17:00:00 10/08/2024,      10.852,    130, 
18:00:00 10/08/2024,      10.620,    130, 
19:00:00 10/08/2024,      10.658,    130, 
20:00:00 10/08/2024,      10.697,    130, 
21:00:00 10/08/2024,      10.658,    130, 
22:00:00 10/08/2024,      10.658,    130, 
23:00:00 10/08/2024,      10.505,    130, 
00:00:00 11/08/2024,      10.543,    130, 
01:00:00 11/08/2024,      10.697,    130, 
02:00:00 11/08/2024,      10.774,    130, 
03:00:00 11/08/2024,      10.658,    130, 
04:00:00 11/08/2024,      10.658,    130, 
05:00:00 11/08/2024,      10.658,    130, 
06:00:00 11/08/2024,      10.697,    130, 
06:43:00 11/08/2024,      10.697,    130, 
07:00:00 11/08/2024,      10.620,    130, 
07:20:00 11/08/2024,      10.505,    130, 
08:00:00 11/08/2024,      10.581,    130, 
09:00:00 11/08/2024,      11.009,    130, 
09:15:00 11/08/2024,      11.248,    130, 
10:00:00 11/08/2024,      11.048,    130, 
11:00:00 11/08/2024,      11.328,    130, 
11:43:00 11/08/2024,      11.009,    130, 
11:58:00 11/08/2024,      11.328,    130, 
12:00:00 11/08/2024,      11.208,    130, 
12:02:00 11/08/2024,      11.248,    130, 
12:03:00 11/08/2024,      11.450,    130, 
12:05:00 11/08/2024,      11.491,    130, 
12:07:00 11/08/2024,      11.531,    130, 
12:09:00 11/08/2024,      11.409,    130, 
12:11:00 11/08/2024,      11.572,    130, 
12:17:00 11/08/2024,      11.531,    130, 
12:20:00 11/08/2024,      11.737,    130, 
12:22:00 11/08/2024,      11.737,    130, 
12:24:00 11/08/2024,      11.904,    130, 
12:30:00 11/08/2024,      11.946,    130, 
12:39:00 11/08/2024,      11.946,    130, 
12:49:00 11/08/2024,      11.988,    130, 
13:00:00 11/08/2024,      11.946,    130, 
13:04:00 11/08/2024,      11.862,    130, 
13:14:00 11/08/2024,      12.158,    130, 
14:00:00 11/08/2024,      12.158,    130, 
15:00:00 11/08/2024,      12.031,    130, 
16:00:00 11/08/2024,      12.031,    130, 
17:00:00 11/08/2024,      12.031,    130, 
18:00:00 11/08/2024,      12.201,    130, 
18:03:00 11/08/2024,      12.116,    130, 
18:11:00 11/08/2024,      12.416,    130, 
18:17:00 11/08/2024,      12.287,    130, 
18:28:00 11/08/2024,      12.201,    130, 
19:00:00 11/08/2024,      12.416,    130, 
20:00:00 11/08/2024,      12.416,    130, 
20:43:00 11/08/2024,      12.722,    130, 
21:00:00 11/08/2024,      12.900,    130, 
21:04:00 11/08/2024,      12.990,    130, 
21:18:00 11/08/2024,      12.373,    130, 
21:29:00 11/08/2024,      12.590,    130, 
21:35:00 11/08/2024,      12.416,    130, 
21:40:00 11/08/2024,      12.856,    130, 
21:50:00 11/08/2024,      12.900,    130, 
22:00:00 11/08/2024,      13.080,    130, 
22:06:00 11/08/2024,      12.990,    130, 
23:00:00 11/08/2024,      13.035,    130, 
00:00:00 12/08/2024,      13.216,    130, 
00:03:00 12/08/2024,      13.445,    130, 
00:49:00 12/08/2024,      13.353,    130, 
00:54:00 12/08/2024,      13.537,    130, 
01:00:00 12/08/2024,      13.353,    130, 
01:01:00 12/08/2024,      13.445,    130, 
01:14:00 12/08/2024,      13.445,    130, 
01:49:00 12/08/2024,      13.353,    130, 
02:00:00 12/08/2024,      13.353,    130, 
03:00:00 12/08/2024,      13.307,    130, 
04:00:00 12/08/2024,      13.399,    130, 
04:02:00 12/08/2024,      13.125,    130, 
05:00:00 12/08/2024,      13.216,    130, 
05:04:00 12/08/2024,      13.307,    130, 
05:57:00 12/08/2024,      13.399,    130, 
06:00:00 12/08/2024,      13.399,    130, 
06:17:00 12/08/2024,      13.584,    130, 
07:00:00 12/08/2024,      13.445,    130, 
08:00:00 12/08/2024,      13.491,    130, 
09:00:00 12/08/2024,      13.584,    130, 
10:00:00 12/08/2024,      13.724,    130, 
11:00:00 12/08/2024,      13.865,    130, 
11:03:00 12/08/2024,      13.818,    130, 
12:00:00 12/08/2024,      13.960,    130, 
13:00:00 12/08/2024,      14.055,    130, 
14:00:00 12/08/2024,      14.151,    130, 
15:00:00 12/08/2024,      14.539,    130, 
16:00:00 12/08/2024,      14.151,    130, 
17:00:00 12/08/2024,      14.055,    130, 
17:10:00 12/08/2024,      14.247,    130, 
18:00:00 12/08/2024,      13.912,    130, 
19:00:00 12/08/2024,      13.912,    130, 
20:00:00 12/08/2024,      13.865,    130, 
21:00:00 12/08/2024,      13.724,    130, 
22:00:00 12/08/2024,      13.630,    130, 
23:00:00 12/08/2024,      13.912,    130, 
00:00:00 13/08/2024,      13.677,    130, 
01:00:00 13/08/2024,      13.584,    130, 
02:00:00 13/08/2024,      13.353,    130, 
03:00:00 13/08/2024,      13.353,    130, 
04:00:00 13/08/2024,      13.307,    130, 
04:20:00 13/08/2024,      13.865,    130, 
04:25:00 13/08/2024,      13.261,    130, 
05:00:00 13/08/2024,      13.353,    130, 
06:00:00 13/08/2024,      13.445,    130, 
07:00:00 13/08/2024,      13.399,    130, 
07:15:00 13/08/2024,      13.960,    130, 
08:00:00 13/08/2024,      13.445,    130, 
09:00:00 13/08/2024,      13.491,    130, 
10:00:00 13/08/2024,      13.584,    130, 
11:00:00 13/08/2024,      13.445,    130, 
12:00:00 13/08/2024,      13.445,    130, 
13:00:00 13/08/2024,      13.445,    130, 
14:00:00 13/08/2024,      13.584,    130, 
15:00:00 13/08/2024,      13.537,    130, 
16:00:00 13/08/2024,      13.724,    130, 
17:00:00 13/08/2024,      13.630,    130, 
18:00:00 13/08/2024,      13.630,    130, 
19:00:00 13/08/2024,      14.055,    130, 
20:00:00 13/08/2024,      13.445,    130, 
21:00:00 13/08/2024,      13.353,    130, 
22:00:00 13/08/2024,      13.445,    130, 
23:00:00 13/08/2024,      13.216,    130, 
00:00:00 14/08/2024,      13.399,    130, 
01:00:00 14/08/2024,      13.399,    130, 
02:00:00 14/08/2024,      13.537,    130, 
03:00:00 14/08/2024,      13.125,    130, 
04:00:00 14/08/2024,      13.353,    130, 
05:00:00 14/08/2024,      13.353,    130, 
06:00:00 14/08/2024,      13.399,    130, 
07:00:00 14/08/2024,      13.170,    130, 
08:00:00 14/08/2024,      13.261,    130, 
09:00:00 14/08/2024,      13.353,    130, 
10:00:00 14/08/2024,      13.307,    130, 
11:00:00 14/08/2024,      13.170,    130, 
12:00:00 14/08/2024,      13.353,    130, 
13:00:00 14/08/2024,      13.261,    130, 
14:00:00 14/08/2024,      13.261,    130, 
15:00:00 14/08/2024,      13.261,    130, 
16:00:00 14/08/2024,      13.080,    130, 
17:00:00 14/08/2024,      12.990,    130, 
18:00:00 14/08/2024,      12.856,    130, 
19:00:00 14/08/2024,      12.900,    130, 
20:00:00 14/08/2024,      12.856,    130, 
21:00:00 14/08/2024,      12.811,    130, 
22:00:00 14/08/2024,      12.722,    130, 
23:00:00 14/08/2024,      12.722,    130, 
00:00:00 15/08/2024,      12.767,    130, 
01:00:00 15/08/2024,      12.767,    130, 
02:00:00 15/08/2024,      12.856,    130, 
03:00:00 15/08/2024,      12.767,    130, 
04:00:00 15/08/2024,      12.990,    130, 
05:00:00 15/08/2024,      13.035,    130, 
06:00:00 15/08/2024,      12.945,    130, 
07:00:00 15/08/2024,      13.080,    130, 
08:00:00 15/08/2024,      13.035,    130, 
09:00:00 15/08/2024,      12.990,    130, 
10:00:00 15/08/2024,      13.216,    130, 
11:00:00 15/08/2024,      13.216,    130, 
12:00:00 15/08/2024,      13.216,    130, 
13:00:00 15/08/2024,      13.399,    130, 
14:00:00 15/08/2024,      13.445,    130, 
15:00:00 15/08/2024,      13.445,    130, 
16:00:00 15/08/2024,      13.537,    130, 
17:00:00 15/08/2024,      13.537,    130, 
18:00:00 15/08/2024,      13.865,    130, 
19:00:00 15/08/2024,      14.490,    130, 
20:00:00 15/08/2024,      14.785,    130, 
21:00:00 15/08/2024,      15.086,    130, 
22:00:00 15/08/2024,      15.597,    130, 
23:00:00 15/08/2024,      15.805,    130, 
00:00:00 16/08/2024,      16.551,    130, 
01:00:00 16/08/2024,      17.156,    130, 
02:00:00 16/08/2024,      17.721,    130, 
03:00:00 16/08/2024,      17.893,    130, 
04:00:00 16/08/2024,      18.535,    130, 
05:00:00 16/08/2024,      18.714,    130, 
06:00:00 16/08/2024,      19.626,    130, 
07:00:00 16/08/2024,      19.750,    130, 
08:00:00 16/08/2024,      20.587,    130, 
09:00:00 16/08/2024,      21.036,    130, 
10:00:00 16/08/2024,      21.416,    130, 
11:00:00 16/08/2024,      21.725,    130, 
12:00:00 16/08/2024,      21.570,    130, 
13:00:00 16/08/2024,      21.493,    130, 
14:00:00 16/08/2024,      21.958,    130, 
14:05:00 16/08/2024,      22.752,    130, 
14:10:00 16/08/2024,      21.880,    130, 
15:00:00 16/08/2024,      21.958,    130, 
16:00:00 16/08/2024,      21.802,    130, 
17:00:00 16/08/2024,      22.194,    130, 
18:00:00 16/08/2024,      22.037,    130, 
19:00:00 16/08/2024,      22.194,    130, 
20:00:00 16/08/2024,      22.194,    130, 
21:00:00 16/08/2024,      22.273,    130, 
22:00:00 16/08/2024,      21.958,    130, 
23:00:00 16/08/2024,      22.037,    130, 
00:00:00 17/08/2024,      22.194,    130, 
01:00:00 17/08/2024,      21.880,    130, 
02:00:00 17/08/2024,      21.802,    130, 
03:00:00 17/08/2024,      21.340,    130, 
04:00:00 17/08/2024,      21.493,    130, 
05:00:00 17/08/2024,      21.264,    130, 
